 Nx=          36 Ny=           6 J2= (1.00000000000000,0.000000000000000E+000) kept_max=        6000

      32      38       1     0.82583777431511     0.91393327713013     0.90558052062988
      32      44       2     0.83214860622559     0.91393327713013     0.91352301836014
      32      50       3     0.83962898049548     0.91393327713013     0.91963118314743
      32      56       4     0.83314167844826     0.91393327713013     0.91175860166550
      32      62       5     0.82905367573752     0.91393327713013     0.90739905834198
      32      68       6     0.83632637478873     0.91393327713013     0.91546511650085
      32      74       7     0.83941440819469     0.91393327713013     0.91862064599991
      32      80       8     0.83209561143763     0.91393327713013     0.91050696372986
      32      86       9     0.83026304328602     0.91393327713013     0.90859317779541
      32      92      10     0.83780687875274     0.91393327713013     0.91686302423477
      32      98      11     0.83872944146412     0.91393327713013     0.91777086257935
      32     104      12     0.83122614782764     0.91393327713013     0.90953171253204
      32     110      13     0.83135935553541     0.91393327713013     0.90972578525543
      32     116      14     0.83889937845932     0.91393327713013     0.91797178983688
      32     122      15     0.83783465747127     0.91393327713013     0.91675722599030
      32     128      16     0.83038995387424     0.91393327713013     0.90860593318939
      32     134      17     0.83244020099573     0.91393327713013     0.91087311506271
      32     140      18     0.83976996660250     0.91393327713013     0.91888546943665
      32     146      19     0.83665103290452     0.91393327713013     0.91544896364212
      32     152      20     0.82940979180864     0.91393327713013     0.90752720832825
      32     158      21     0.83361593264234     0.91393327713013     0.91214060783386
      32     164      22     0.84069561925365     0.91393327713013     0.91988044977188
      32     170      23     0.83495168022948     0.91393327713013     0.91358458995819
      32     176      24     0.82781049523001     0.91393327713013     0.90577358007431
      32     182      25     0.83556498426705     0.91393327713013     0.91426318883896
      32     188      26     0.84312960157424     0.91393327713013     0.92253553867340
