 Nx=          36 Ny=           6 J2= (1.00000000000000,0.000000000000000E+000)  kept_max=       12000
      32      38       1     0.82770749798898     0.91494077444077     0.90653073787689
      32      44       2     0.83220426003970     0.91494077444077     0.91250491142273
      32      50       3     0.83940016521546     0.91494077444077     0.91839724779129
      32      56       4     0.83464221702288     0.91494077444077     0.91241449117661
      32      62       5     0.83067559797316     0.91494077444077     0.90815138816833
      32      68       6     0.83608937878338     0.91494077444077     0.91418498754501
      32      74       7     0.83902376738618     0.91494077444077     0.91719478368759
      32      80       8     0.83351858070693     0.91494077444077     0.91106814146042
      32      86       9     0.83168600834014     0.91494077444077     0.90914601087570
      32      92      10     0.83733275532919     0.91494077444077     0.91534018516541
      32      98      11     0.83826648606617     0.91494077444077     0.91626453399658
      32     104      12     0.83259612701220     0.91494077444077     0.91003417968750
      32     110      13     0.83258898452879     0.91494077444077     0.91007602214813
      32     116      14     0.83829687657614     0.91494077444077     0.91631358861923
      32     122      15     0.83744591092627     0.91494077444077     0.91533064842224
      32     128      16     0.83181073618557     0.91494077444077     0.90916472673416
      32     134      17     0.83360715781481     0.91494077444077     0.91115641593933
      32     140      18     0.83919485505739     0.91494077444077     0.91725528240204
      32     146      19     0.83641656406566     0.91494077444077     0.91418981552124
      32     152      20     0.83093454755287     0.91494077444077     0.90820044279099
      32     158      21     0.83487521693278     0.91494077444077     0.91252249479294
      32     164      22     0.84032477755985     0.91494077444077     0.91846960783005
      32     170      23     0.83491123054361     0.91494077444077     0.91253775358200
      32     176      24     0.82947825529308     0.91494077444077     0.90660434961319
      32     182      25     0.83719841462511     0.91494077444077     0.91504949331284
      32     188      26     0.84335631450619     0.91494077444077     0.92177230119705
