        0.000000000       -2.081213471        0.000280195      1         0.0066537
        0.392699082       -2.081002891        0.025198528      1         0.0061791
        0.785398163       -2.080909267        0.050866867      0         0.0003366
        1.178097245       -2.080809099        0.083870364      0         0.0003319
        1.570796327       -2.080845390        0.127290063      0         0.0003776
        1.963495408       -2.081068298        0.184901746      0         0.0004549
        2.356194490       -2.081504685        0.259022835      0         0.0005744
        2.748893572       -2.082177316        0.344002825      0         0.0006593
        3.141592654       -2.083081710        0.423544409      0         0.0006396
        3.534291735       -2.084144907        0.483579354      0         0.0005388
        3.926990817       -2.085266072        0.524717071      0         0.0004375
        4.319689899       -2.086331408        0.558530256      0         0.0003586
        4.712388980       -2.087225742        0.599008317      0         0.0002922
        5.105088062       -2.087880861        0.656372220      0         0.0002605
        5.497787144       -2.088293930        0.734501491      0         0.0002674
        5.890486225       -2.088502078        0.831277395      0         0.0002905
        6.283185307       -2.088548683        0.941349239      0         0.0003075
        6.675884389       -2.088463278        1.057780070      0         0.0003187
        7.068583471       -2.088241340        1.171157840      0         0.0003276
        7.461282552       -2.087839632        1.272725866      0         0.0003230
        7.853981634       -2.087214091        1.358801766      0         0.0003009
        8.246680716       -2.086358691        1.427726316      0         0.0002693
        8.639379797       -2.085320050        1.478869840      0         0.0002648
        9.032078879       -2.084207704        1.516082632      0         0.0003013
        9.424777961       -2.083169176        1.549813989      0         0.0003777
        9.817477042       -2.082309778        1.593363450      0         0.0004230
       10.210176124       -2.081654898        1.653215237      0         0.0004348
       10.602875206       -2.081183787        1.724577430      0         0.0004459
       10.995574288       -2.080845340        1.796035611      0         0.0005470 !! check ene
       11.388273369       -2.080811543        1.861949796      0         0.0006465
       11.780972451       -2.080927208        1.917757590      0         0.0009119
       12.173671533       -2.081013477        1.960691064      0         0.0009848
       12.566370614       -2.081254996        1.992811680      0         0.0006706
